date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DMV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LVQ,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2001-12,12,2001,3891,14595,1956,7642,46820,25561,,45012,6620,,,28400,37171,10410,58430,21477,57648,32368,169005,43817,202560,68900,645732,15773,223132,281373,72102,8500,218300,8187,136570,183135,388,,47512,6209,73469,27435,560,1654500,37697,588659,1260000,14161,3540,10400,49790,25301,14000,65449,1282,337281,6790,41300,29233,213302,11300,23380,2267,17996000,32280,45409,22380,4357,13446,19795000,45878,24506,15700,5503,133185,8615,105907,28800,289927,27395,,21307,,,7340,26192,9048,7840,140900,3291,53675,13986,3461,53600,116400,42773,19257,62820,7348,55256,44968,4030,3252,33231,14490,803,472,130328,20403,8433,5613,14444,1370307,5985,3876,202107,7909,597978,389100,131960,1516405,22430,51153,192300,1595882,38044,177400,551900,116976,63300,359625,11514,29501,29759,8220,164144,,8250,23368,1019,52900,50600,3170,17911,13800,17602,47025,5419,1385632,709637,675995,30700,75198,42000,5360,30237,2986262,121227,2466,34581,9540,15200,28354,,10572,7280,60600,154200,39890,15552,3838,4897,22183,39302,63599,2520,1423867,56311,13908,,112329,324258,28550,19895,49097,,248674,37355,207155,50000
2002-01,1,2002,8891,15318,3006,7676,46450,22244,,47045,8020,,,26500,26313,13390,58910,26812,60575,33544,168451,31616,239450,97600,692783,15752,222127,274791,69688,8840,210373,8700,144540,247206,347,,32785,8520,68158,24324,560,1673800,36320,632385,1396748,5638,3560,16960,48570,26107,4960,61857,1228,481044,7430,39400,29934,289974,8480,32445,2036,17507000,31800,46039,29150,5133,19451,19870000,38057,19253,16100,4867,164213,10079,107487,31400,299567,32895,,22310,,,7340,31000,8634,7826,140900,3820,52949,14322,3523,62400,123300,26393,20318,70650,6074,51526,53224,3650,446,22394,16107,789,386,130512,19455,9218,4672,14624,1480410,5976,4037,219375,7593,658785,416900,147579,1569452,22430,53242,146300,1915916,37953,167510,549600,114408,59600,417338,12100,31366,31509,8290,162910,,8228,23106,940,65100,48517,2700,17598,5827,17602,47677,4302,1807066,894734,912332,30920,76530,42500,5400,37512,3516585,108729,3073,36070,11900,23300,31150,,10572,5190,61800,153900,35740,15360,3823,4990,20889,43529,66786,2140,1652312,55812,14412,,123578,376904,28380,19947,45798,,243620,37582,205063,54600
2002-02,2,2002,8891,16345,3405,7690,46150,23437,,74701,8620,,,26400,33224,16360,59080,29158,64013,35485,166392,30577,233800,103800,727949,15676,220873,269042,71644,9150,214785,8664,152030,267185,337,,25340,9072,71878,27777,551,1643000,34303,661593,1471223,5470,3760,19820,48520,29343,5730,63830,1154,602372,7740,44100,30711,334266,5700,37536,2338,17200000,31520,46845,29680,5807,22916,19682000,34937,18147,16300,5690,169324,6174,107619,30900,297765,32895,,21805,,,7340,31000,8550,7736,146900,4310,51832,13882,2985,66900,130500,19308,20468,74970,10322,49979,56258,3910,1457,20501,18071,816,447,135242,22898,8817,5357,13687,1494817,5914,5357,221287,7692,704012,436400,158545,1587383,22430,41605,124500,2120160,38026,182640,560500,114629,59900,446058,15566,32531,34577,8740,164018,,8205,23246,947,64300,49000,2130,17404,7087,15913,48004,3573,1925324,894453,1030871,33870,76870,42800,5755,38580,3839544,87363,3543,34903,12300,22100,34061,,10572,3690,63700,153600,39750,21124,3709,6381,17785,28093,53138,430,1757427,56138,14244,,140886,415561,27910,19908,43670,,244040,37412,204916,48600
2002-03,3,2002,8891,18756,4246,7733,45837,22492,,90511,16900,,,31700,40289,17060,58840,32580,69800,36532,163996,32919,271730,104800,772222,16019,218378,264445,71958,9520,192200,8295,161800,283765,282,,38396,11153,88856,32090,560,1708800,34412,687802,1527000,6820,4040,20800,48430,28056,7380,63914,1348,720553,8400,55000,32475,388820,2490,46830,2636,16927400,31710,48870,27180,5580,31044,19118000,42221,20325,16900,9596,174790,6585,111282,30800,288917,32895,,21702,,,7657,31000,8214,7749,166400,4610,49977,14158,4047,74000,138300,21438,20651,78370,8217,49046,75000,3960,1565,14211,20000,832,398,126390,20626,7958,4359,17904,1506826,5889,4074,225135,7899,758898,459500,181678,1621470,22433,47125,114600,2414816,37608,181480,590400,121610,62100,459191,8125,32080,31617,9880,167179,,8297,24096,933,66700,47600,1520,17091,7112,18108,49140,4893,2027963,949790,1078173,35230,77461,43000,9445,48388,4136151,85069,3919,34762,11000,29300,39543,,10572,3090,69800,151700,47670,31548,3742,7552,44463,31064,54972,4220,1857117,56246,31110,,168532,444196,31170,19862,42510,,245755,37185,203946,37800
2002-04,4,2002,8891,23210,4550,7716,45080,55134,,86095,31200,,,44200,79172,16010,59780,33830,82428,43855,160951,32183,295890,104400,837882,18740,216148,263372,72993,9490,223800,8701,175400,279900,221,,81190,11273,85010,40845,542,1682300,34631,719263,1538170,21087,4922,19400,45810,28281,22000,64532,11332,759131,11298,87366,34717,469646,4450,55902,2763,16704700,31800,52195,31970,6059,34134,18539000,79096,30502,17000,19245,148830,9803,139323,45900,286407,32064,,23085,,,7657,30980,7644,7710,208900,6380,47986,14150,4332,87383,139200,36297,20529,83730,27271,50028,118400,3930,13355,39828,20000,817,429,118177,24608,8304,5669,21008,1489376,5821,3908,209050,8421,810636,527400,180223,1588923,21969,50459,179800,2659095,39029,174200,583800,116865,64918,549898,14632,32125,33609,13800,162948,,9062,24453,6808,66500,48400,1780,16476,54302,17939,49059,4597,1844188,870731,973457,34330,79076,43800,12715,48199,4296717,97065,4075,35155,10300,46686,41150,,10310,3250,107000,144300,40180,42050,3713,9606,100038,27504,51378,2030,2049394,62048,31650,,225899,465119,34340,19758,52237,,242360,36791,239816,43500
2002-05,5,2002,8643,22900,4458,7625,43900,79454,,81686,35400,,,54600,132082,15040,58870,34202,94513,39196,157252,30974,280830,104500,891835,21946,212948,291754,72035,9390,266500,8712,168270,242945,178,,107488,11103,79089,44257,506,1736100,39541,742211,1573036,50365,9620,17480,29710,27974,26700,66203,47155,822211,14200,117800,32171,512373,7050,50844,2750,16536000,31520,51245,31360,5199,35497,17915000,88265,40159,18000,22690,139825,13473,170658,63300,274180,31701,,21983,,,7339,29400,7028,7622,240600,7910,45304,13926,4473,91200,127900,57166,20309,79540,51965,51024,151700,5430,18503,101077,19892,794,417,119974,28344,8318,6117,21821,1457142,5658,4237,196380,8007,816850,592000,174130,1546999,20258,42893,311100,2639503,41116,191370,595000,115800,60600,616789,14430,32080,35446,19700,157962,,8849,24145,15441,66700,47600,3100,15645,130588,18018,48815,4153,1402950,658166,744784,33900,80734,44500,10970,47374,4121856,117559,8252,33625,10900,54300,41039,,9935,4170,149400,133300,41590,43339,3538,8799,137349,35277,59161,2580,1983657,65154,30300,,253397,440326,33000,19524,74695,,237418,36287,238503,69400
2002-06,6,2002,7711,21620,3733,7494,42410,96810,,75023,38700,,,53100,128543,15130,56720,26423,96736,35861,151091,30815,286050,87800,909943,22313,209777,304188,72619,9170,269400,8346,147880,191058,130,,111417,10786,69308,43818,431,1720200,39260,749636,1566000,63460,9360,12540,19560,27584,26000,63565,60942,766500,13900,120917,28648,456197,15100,41344,2660,16110750,29370,49108,30530,3780,25108,17652000,87574,42160,18200,19993,117250,21656,173733,66186,258122,30073,,22013,,,7340,27436,5619,7519,251500,7710,42213,14248,4464,88200,124600,66967,19933,89970,46155,49240,152600,5070,18104,105883,19007,784,450,110676,32008,7942,5928,21329,1410696,5449,4151,179912,8176,751871,572200,163427,1478529,18760,41733,359900,2353690,41251,188820,582700,116088,54700,465166,14734,32486,37587,22400,160250,,8709,24162,15398,64500,45500,5070,14752,134248,18118,46699,4008,873969,385848,488121,31580,78974,44800,8855,44127,3678844,125378,8535,34760,10000,47400,39214,,9457,7680,155900,120800,36290,35431,3292,7055,101314,30640,54666,2450,1907614,65400,29308,,260397,350855,30720,19181,101995,,230741,35677,237323,87700
2002-07,7,2002,6874,19776,2530,7283,40820,84371,,64954,39800,,,56600,92636,11070,55660,16307,93393,45932,145399,30260,263970,49600,879771,21588,205915,315513,72379,8940,252700,7708,128300,135592,102,,104893,10442,56351,42115,365,1695300,37827,747796,1425187,58694,8970,5390,11430,25213,25309,64916,51467,610358,13400,110500,26281,298254,16300,31530,2477,15333100,28180,46585,27600,3065,16296,17343000,87637,40464,17900,16314,94147,19088,132193,58900,241820,28949,,22445,,,7132,25443,4990,7398,206500,7242,38701,14307,4224,77200,107400,62268,19520,93370,39169,45538,139800,3050,16739,95334,17543,778,426,96644,30330,8255,5968,20900,1360728,5229,4301,153365,8271,647106,471987,150028,1391280,16875,53001,337900,1883126,39861,191200,561200,115977,48100,200555,13734,32622,38196,20200,158800,,8432,24667,11478,65400,42100,5635,13608,121471,18397,45316,3920,646887,248230,398657,29810,75396,45000,8965,38054,3102924,118011,7280,37946,12100,38400,35946,,8969,9110,143900,113803,27390,20034,3036,5818,29751,33663,57025,1240,1759692,64920,30300,,235577,246957,28280,18803,90395,,222482,35072,238279,64000
2002-08,8,2002,6215,17947,1498,7172,39130,69530,,44553,39100,,,52200,65289,7980,54690,10492,85380,45398,135511,29869,247470,22200,834749,20258,201623,314567,72207,8730,233000,7038,105300,86665,82,,55399,10132,45037,38883,313,1698200,36307,736936,1315000,51266,8410,2080,8210,21713,23600,67383,23640,546701,12000,99100,23833,225694,16000,22230,2053,14569200,26040,44085,22650,2429,11205,17209000,88093,38632,17500,9804,83350,14968,101221,50500,226930,27626,,22538,,,6616,23536,4250,7296,131200,6388,35020,14285,3896,65900,95300,58629,19175,82910,36821,42655,125100,1270,15451,63624,16014,773,454,99588,25833,8741,5928,20610,1318643,5004,4046,127025,8286,559962,386800,138055,1319882,14980,50939,302000,1539412,38797,191550,559600,115844,41500,121818,14837,32531,37104,17500,159964,,8205,24412,3957,62700,38200,5410,12574,102669,17523,44747,3752,643876,175930,467946,28670,70772,46300,10515,33339,2758417,109811,6145,39163,11100,32800,32655,,8504,9020,131100,110800,28980,9937,2775,5249,9859,43223,66965,410,1595947,65695,30300,,203078,178093,25900,18406,65709,,212932,34472,239047,64500
2002-09,9,2002,5622,16407,985,7062,37988,69889,,27221,27900,,,51500,59458,6180,52400,10262,72037,45602,129370,29478,237620,10400,767994,18993,198320,309623,71568,8550,219000,5974,92130,49988,72,,32364,9857,34504,30029,288,1576600,32278,729388,1254000,24453,5690,2080,7470,18668,22200,68731,12126,509754,7841,85921,23008,221126,16800,14230,1253,14467900,23880,41963,18660,2107,10366,17093000,68362,34033,15400,5441,73640,14896,89073,42600,211210,24967,,22192,,,6359,21675,3678,7212,65540,5680,31993,13823,1558,58400,91700,55280,18892,72920,28392,41784,126300,1370,11741,38334,14497,776,449,114115,23825,8680,4596,20503,1286775,4893,4052,108000,8050,532088,332652,128572,1278233,14625,44740,268400,1399662,38704,191420,564800,115468,35400,133296,14658,33032,32769,13300,164902,,7848,25195,1644,45500,34100,5090,11805,86292,16027,44340,3298,688435,294640,393795,26650,66588,27600,10850,28095,2558201,105961,4099,42692,11700,35087,29581,,8053,7230,117900,110100,28360,6162,2604,4812,8890,26312,50495,1410,1500119,62202,30300,,165850,146773,23770,18130,52347,,204174,33877,237259,79400
2002-10,10,2002,5102,14870,721,7000,37130,55452,,23476,10800,,,46400,41013,5290,51300,10092,57983,43482,125055,25713,250020,8000,718090,16998,195056,277009,70478,8410,204400,6577,84400,34701,68,,28614,8644,25945,21593,265,1486400,29625,715568,1214788,10700,5320,2440,7170,17851,21200,68066,1080,456772,7440,73940,22245,218566,14300,13700,823,14270000,23620,40379,22560,2653,10200,17032000,59602,30100,14715,4624,70968,13406,82336,35400,209065,22868,,22044,,,6099,19382,3501,7138,13320,4520,30042,14023,473,48800,90700,52900,18686,64638,16769,37606,124800,2210,7625,19727,14124,783,447,85828,22300,9260,4648,20517,1266247,4780,3498,96730,8209,494695,286600,124121,1287850,14310,47388,241600,1280304,38557,170230,583900,117331,28400,143684,14405,32849,35446,8960,162847,,7804,24076,910,52000,30306,4630,11110,68300,15514,44584,3074,649730,412248,237482,25400,66964,27100,11095,26293,2414071,108428,2242,39904,10700,27600,27346,,7678,5720,106600,108700,18230,4255,2525,5425,8853,27720,52274,2930,1405722,55422,13236,,138500,152600,22120,17950,48415,,196412,33396,216106,68900
2002-11,11,2002,4947,14041,844,6997,37170,50076,,23421,3990,,,45800,35418,7980,53857,10865,51072,41454,124045,24641,248862,10900,714669,15106,194824,290557,71873,8473,214000,7672,89730,38314,82,,40484,5652,25186,24722,288,1516400,26585,744977,1246628,9120,3550,4120,7280,16847,13200,64770,1099,446483,8090,68971,22597,252311,11000,13860,858,14110700,23030,40619,28160,3329,11749,16850000,52367,29000,15196,4291,70483,12334,134542,36425,210625,21738,,22739,,,6099,19853,3764,7133,20640,3840,31549,14016,955,37272,99900,52900,18624,60800,10834,22904,116891,3550,7156,31714,14334,784,462,52805,20035,8510,5186,15196,1263976,4761,3708,111320,8111,492073,301200,122116,1304231,14460,41528,244200,1227434,37535,171835,558900,126040,26239,217374,13980,32849,34062,7790,162045,,7892,24383,1460,60000,29800,4340,10973,57845,14561,43538,880,787573,568349,219224,24547,67747,27600,11000,27404,2334938,114383,2193,35250,10700,22200,26686,,7424,5060,104690,108600,22010,11998,2533,5580,12143,20119,44094,2520,1392649,54600,14412,,130300,192739,22563,17828,49361,,190983,33023,206036,52065
2002-12,12,2002,8851,13915,3764,7075,37109,32345,,59576,4770,,,46800,44763,10100,57386,16770,56839,36665,124921,41103,262305,70800,760511,13837,195056,315953,71017,8841,211400,8638,97000,233585,314,,36596,13397,72131,22804,345,1678800,39428,786020,1299230,6574,4055,22060,35410,19826,3270,66783,1125,537546,9300,69171,23339,306854,8840,15700,1020,13773800,21800,42672,30100,4334,14539,16718000,44041,23300,14607,6841,122934,6094,138222,40300,226520,29985,,21671,,,6099,31000,4305,7577,72800,4400,38452,14203,11397,48579,108900,26900,20463,58500,3795,44170,123233,3960,5348,23359,15920,799,532,34920,32302,9004,3936,16427,1494817,4801,4268,170150,7960,615746,318300,134501,1358261,22430,43230,238300,1624336,36370,170437,546700,126658,65700,261655,15121,33169,39556,7750,165473,,8616,23810,1570,66700,52300,3880,12717,47653,12748,45398,2601,1010089,690286,319803,28853,68135,28400,13325,33697,3223197,113530,2131,34145,9640,29106,27666,,8868,4340,100900,113218,41320,11558,2556,6370,12956,27042,51463,2330,1575140,54152,18540,,155100,254600,28641,17914,50245,,265710,33236,214507,42632
2003-01,1,2003,8891,15503,5428,7080,37050,21106,,43960,8360,,,43200,50969,13540,57380,19845,61746,40136,123170,40189,282800,104200,802618,13632,193663,280386,70998,8720,191900,8564,101900,261165,412,,43204,11966,67859,26754,332,1705300,35524,787800,1374504,7498,4410,31520,48660,22777,6360,64074,1161,601048,10300,75500,25139,360801,6640,24100,1172,13269100,20690,45410,31910,4945,17819,16854000,45856,22500,15400,6216,156900,4488,142021,45500,238995,32895,,20710,,,6294,31000,3899,7565,86210,5300,41729,13971,12516,63000,116400,27000,20174,66800,8467,49240,137468,3862,5330,15261,17492,821,518,16759,25661,8712,4026,18068,1570778,4780,4115,195787,8316,729845,346100,139018,1405253,22430,45944,238500,2153511,34431,171690,537100,118625,60600,305142,14129,27797,38564,8610,164232,,8663,23823,2130,66600,48800,3080,13119,27831,11871,47677,3935,1437576,867738,569838,30710,68144,28500,13993,40291,3536772,108389,2347,37330,11800,50600,29911,,10572,3820,98700,116276,40190,14011,2541,7194,16114,34552,59139,2650,1885928,55336,17660,,149400,350900,30580,17883,46851,,244672,33183,205476,38325
2003-02,2,2003,8891,17038,5271,7241,38180,21573,,75378,16197,,,36000,38036,17090,57090,21630,66432,39439,122969,35602,305630,104400,786312,13530,194127,248734,69772,8790,180400,8685,106600,292439,2952,,29578,12218,68092,28642,480,1728000,33055,766495,1414349,5155,3710,36030,48520,26892,3470,64226,1149,531361,10500,75807,26723,410466,4610,26600,2487,12833200,19680,46326,33100,6196,20909,16978000,35169,20100,15804,8188,165690,5431,151652,49600,243140,32895,,22217,,,6594,31000,5004,7400,85000,5530,41457,14091,12348,69800,122900,21500,20468,76930,9422,52238,138589,3470,4661,17356,18579,798,1100,16767,17780,9105,3879,17735,1586498,4906,4104,212700,8516,732725,365800,141362,1426776,22430,44818,234700,2259701,34802,166910,572900,114210,59700,365549,13636,33769,33496,9250,164535,,12025,24403,2600,66800,48300,2460,13248,13546,12402,48491,12598,1739389,902252,837137,31720,70157,30600,13772,44539,3584283,93642,2591,37184,12100,44100,31749,,10572,3300,97700,114638,40370,21563,2659,9817,12384,32185,56064,2790,1939538,56181,25600,,149700,421000,31260,18269,46242,,245068,33023,202106,40700
2003-03,3,2003,8891,20736,5280,7690,40260,27909,,116672,19296,,,41200,53447,19410,57950,24383,78198,38832,125167,34248,303830,103300,841747,14028,196918,279360,69379,8880,188700,8657,113100,315142,4412,,36432,11952,83289,32360,817,1685900,36756,744831,1434000,9136,4610,41980,48460,31734,7870,64074,1353,619747,12000,83500,29370,464706,2680,33200,6037,13600000,18550,50578,28700,8174,24929,16820000,40387,22200,15800,18248,178154,5377,173976,55100,249975,32895,,22248,,,7236,31000,6233,7646,97100,7130,42508,14068,12978,84600,130500,23800,20519,85370,9274,56380,147800,3493,7011,37320,20000,830,1069,75111,27894,8444,3858,18878,1604405,4976,3993,240160,7899,783240,385400,144959,1425154,22430,38870,241400,2634628,35235,178550,540800,123442,78900,441279,12796,33261,38934,11400,160436,,11815,23909,2260,65988,49100,1854,14993,21322,12906,48733,22249,1953851,969295,984556,33060,72720,32900,15570,48425,4103708,87617,3871,37049,11300,49500,34733,,10572,2850,105400,125173,48100,36970,3028,12464,51722,36361,60073,2030,2036181,57071,28564,,178900,476700,31770,19017,48767,,244541,33236,206890,37677
2003-04,4,2003,8891,23239,5950,7806,40780,52672,,129077,23600,,,49400,72958,18710,59600,28611,89411,46308,126756,38212,312130,106600,916431,15514,195752,298400,71720,9110,203700,8764,126400,327003,4444,,49594,11966,92038,41008,890,1686000,40690,714184,1510000,6978,5780,45340,48870,33030,9661,63717,1266,830606,13100,91315,32531,501551,3000,45780,7031,12243400,17670,55044,29340,9025,29772,16287000,57124,27600,15619,23655,196784,8514,202709,58800,253350,32895,,21152,,,7419,31000,6131,7710,136000,7750,43627,13808,12090,91100,127900,31300,20486,94950,18703,58176,172300,3970,11441,30297,20000,820,486,139700,28254,8418,5513,19695,1617750,4908,4037,239940,8601,895619,434400,158315,1427227,22430,45629,237500,3073436,35323,189180,591500,125903,77700,523629,15173,33677,39058,14100,161683,,11815,23671,2970,66900,52300,1790,14827,50018,16391,49303,28754,1818676,898433,920243,35970,73846,36000,20177,48425,4536624,84539,5236,33844,9430,54100,41299,,10572,2370,119900,128241,48930,52871,3185,16167,100610,44491,68811,1910,2215948,60826,31110,,209900,480620,34270,19325,53795,,249128,33183,247764,44743
2003-05,5,2003,8864,23258,6115,7806,40450,94904,,132156,29800,,,68800,127699,20550,59290,31968,104736,46104,130574,39826,356870,104000,1018457,20251,195298,318316,72054,9136,261200,8422,129260,303758,4603,,113464,11782,87437,44983,867,1715100,40262,697109,1675000,61099,9490,46420,48410,30289,25500,70897,40219,962364,14200,127914,34176,490350,8360,49645,7043,12756490,18550,57884,28850,9519,35517,15893000,87809,37600,17600,22634,195761,10023,270314,69900,256530,32769,,21970,,,7525,30750,6046,8107,198000,7950,44975,13830,12118,93500,126700,50000,20360,102780,50232,57847,204100,4295,18128,122724,20000,808,695,173055,31667,7699,5812,18952,1596312,4866,4052,234677,7760,961925,584600,158257,1459446,21808,40305,361000,3512826,34285,190330,596100,124921,79800,743907,14455,33215,36507,25800,161683,,11762,24457,15343,66600,46500,3200,14574,117970,18840,49384,37830,1428330,743987,684343,35798,72282,41600,19421,48547,4435987,96339,6830,39062,13400,64500,41189,,10492,4620,162700,139729,48680,73335,3238,14382,119896,46602,69888,3080,2353849,65000,27598,,252900,464344,33716,19325,80039,,243541,33023,238503,74695
2003-06,6,2003,8456,22314,5575,7676,39118,97672,,117074,31030,,,66800,124409,28950,56390,26415,101525,45430,128541,38035,376860,98400,1024201,22425,193663,314523,71977,8950,273400,8254,108600,255767,3952,,108928,11507,82785,42764,800,1695800,39456,682953,1842697,62948,9550,45160,47900,26693,25500,66242,56303,923969,14000,132610,31402,483279,17100,39700,6677,13364500,29640,55842,34950,9311,35201,15733000,87765,42100,17500,21685,178530,18917,303813,69200,249975,31962,,22626,,,7288,29200,5814,8029,226000,7782,45055,14263,10398,90600,134800,66600,19993,102470,49515,56326,203000,5470,18369,111552,19676,785,343,175241,32154,7612,5913,19560,1555501,4677,3721,212905,7941,911922,661400,146804,1447233,20258,47362,359600,3461356,32308,195050,591100,123556,76100,669557,14304,31588,35797,29900,165105,,11396,24625,15417,65600,45200,5640,13683,141568,18537,48896,38212,1217645,659896,557749,34080,69439,44000,18775,47569,4088097,132158,8706,39385,11900,54200,39315,,10062,9960,177900,157000,49200,65009,3117,12426,86156,30413,54027,1910,2366660,65314,31650,,254000,381500,31460,19048,115562,,238634,32548,237831,120529
